,total,Taxonomy
Zotu1359,131,Bacteria(100.0);Proteobacteria(100.0);Alphaproteobacteria(100.0);Acetobacterales(100.0);Acetobacteraceae(100.0);uncultured(94.16666666666667);uncultured bacterium(62.83333333333333)
Zotu136,6922,Bacteria(100.00000000000009);Firmicutes(100.00000000000009);Negativicutes(100.00000000000009);Veillonellales-Selenomonadales(100.00000000000009);Veillonellaceae(100.00000000000009);Veillonella(100.00000000000009);uncultured bacterium(66.25412634678021)
Zotu1360,120,Bacteria(99.99999999999999);Bacteroidota(99.99999999999999);Bacteroidia(99.99999999999999);Bacteroidales(99.99999999999999);Prevotellaceae(99.99999999999999);Prevotella(99.99999999999999);Prevotella intermedia(90.40474609152301)
Zotu1361,137,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Burkholderiaceae(100.0);Lautropia(100.0);uncultured bacterium(97.4343743882196)
Zotu1366,123,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Gammaproteobacteria(99.99999999999999);Burkholderiales(99.99999999999999);Aquaspirillaceae(99.99999999999999);Microvirgula(99.99999999999999);Microvirgula aerodenitrificans(80.62783882783883)
Zotu1368,110,Bacteria(100.0);Actinobacteriota(100.0);Coriobacteriia(100.0);Coriobacteriales(100.0);Atopobiaceae(100.0);Atopobium(100.0);uncultured bacterium(94.209126984127)
Zotu1369,145,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Neisseriaceae(100.0);Neisseria(100.0);Neisseria oralis(72.87619047619049)
Zotu137,7857,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Haemophilus(99.72319581003792);uncultured organism(62.707747923320056)
Zotu1370,111,Bacteria(100.00000000000003);Proteobacteria(100.00000000000003);Gammaproteobacteria(100.00000000000003);Pseudomonadales(100.00000000000003);Moraxellaceae(100.00000000000003);Acinetobacter(100.00000000000003);Acinetobacter junii(56.35047619047605)
Zotu1371,107,Bacteria(100.00000000000009);Proteobacteria(100.00000000000009);Gammaproteobacteria(100.00000000000009);Pseudomonadales(100.00000000000009);Moraxellaceae(100.00000000000009);Acinetobacter(100.00000000000009);Acinetobacter junii(54.94476190476181)
Zotu1372,108,Bacteria(100.00000000000006);Proteobacteria(100.00000000000006);Gammaproteobacteria(100.00000000000006);Pasteurellales(100.00000000000006);Pasteurellaceae(100.00000000000006);Haemophilus(100.00000000000006);uncultured bacterium(60.81767441860479)
Zotu1373,280,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Corynebacterium(100.0);uncultured bacterium(100.0)
Zotu1378,143,Bacteria(99.99999999999997);Proteobacteria(99.99999999999997);Gammaproteobacteria(99.99999999999997);Enterobacterales(99.99999999999997);Pectobacteriaceae(99.30895399539229);Pectobacterium(99.30895399539229);Pectobacterium carotovorum(94.26396501637038)
Zotu1379,153,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Burkholderiaceae(100.0);Lautropia(100.0);uncultured bacterium(97.42046397643176)
Zotu138,8121,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Staphylococcales(100.0);Gemellaceae(100.0);Gemella(100.0);uncultured bacterium(89.4787846822355)
Zotu1382,102,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Gammaproteobacteria(99.99999999999999);Burkholderiales(99.99999999999999);Aquaspirillaceae(99.99999999999999);Microvirgula(99.99999999999999);Microvirgula aerodenitrificans(80.39096459096457)
Zotu1384,101,Bacteria(99.99999999999999);Bacteroidota(99.99999999999999);Bacteroidia(99.99999999999999);Bacteroidales(99.99999999999999);Prevotellaceae(99.99999999999999);Prevotella(99.99999999999999);Prevotella intermedia(89.3349774821091)
Zotu1385,255,Bacteria(99.99999999999991);Actinobacteriota(99.99999999999991);Actinobacteria(99.99999999999991);Corynebacteriales(99.99999999999991);Corynebacteriaceae(99.99999999999991);Corynebacterium(99.99999999999991);uncultured bacterium(99.99999999999991)
Zotu1386,108,Bacteria(99.99999999999999);Fusobacteriota(99.99999999999999);Fusobacteriia(99.99999999999999);Fusobacteriales(99.99999999999999);Leptotrichiaceae(99.99999999999999);Leptotrichia(99.99999999999999);uncultured bacterium(72.25658008658009)
Zotu1388,107,Bacteria(99.99999999999997);Actinobacteriota(99.99999999999997);Actinobacteria(99.99999999999997);Micrococcales(99.99999999999997);Dermacoccaceae(99.99999999999997);Kytococcus(99.99999999999997);Kytococcus sedentarius DSM 20547(30.587301587301575)
Zotu1389,120,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Gammaproteobacteria(99.99999999999999);Burkholderiales(99.99999999999999);Burkholderiaceae(99.99999999999999);Cupriavidus(99.90909090909089);Cupriavidus basilensis(44.84090486172867)
Zotu1390,144,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Selenomonadaceae(99.77093996689585);Selenomonas(99.57649552245141);uncultured bacterium(67.02624936338175)
Zotu1394,135,Bacteria(100.00000000000001);Actinobacteriota(100.00000000000001);Actinobacteria(100.00000000000001);Corynebacteriales(100.00000000000001);Corynebacteriaceae(100.00000000000001);Corynebacterium(100.00000000000001);uncultured bacterium(61.68531746031748)
Zotu1397,121,Bacteria(100.00000000000001);Bacteroidota(100.00000000000001);Bacteroidia(100.00000000000001);Flavobacteriales(100.00000000000001);Weeksellaceae(100.00000000000001);Cloacibacterium(98.90345866264424);uncultured bacterium(86.7175244263895)
Zotu1399,126,Bacteria(100.00000000000003);Proteobacteria(100.00000000000003);Alphaproteobacteria(100.00000000000003);Sphingomonadales(100.00000000000003);Sphingomonadaceae(100.00000000000003);Sphingobium(100.00000000000003);Sphingobium sp. YG1(52.17777777777778)
Zotu14,162635,Bacteria(99.99999999999996);Firmicutes(99.99999999999996);Bacilli(99.99999999999996);Lactobacillales(99.99999999999996);Carnobacteriaceae(99.99999999999996);Dolosigranulum(99.99999999999996);uncultured bacterium(83.75068568668263)
Zotu140,7844,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Haemophilus(99.98);Haemophilus sputorum(77.44000000000014)
Zotu1406,135,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Enterobacterales(100.0);Erwiniaceae(98.93106607295456);Pantoea(97.86213214590913);Pantoea vagans C9-1(39.26870732373124)
Zotu1407,107,Bacteria(100.0);Patescibacteria(100.0);Saccharimonadia(100.0);Saccharimonadales(100.0);Saccharimonadaceae(100.0);Candidatus Saccharimonas(100.0);uncultured bacterium(99.66666666666667)
Zotu1409,114,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Negativicutes(99.99999999999999);Veillonellales-Selenomonadales(99.99999999999999);Veillonellaceae(99.99999999999999);Dialister(99.99999999999999);uncultured organism(67.16666666666666)
Zotu141,7175,Bacteria(99.99999999999997);Bacteroidota(99.99999999999997);Bacteroidia(99.99999999999997);Bacteroidales(99.99999999999997);Porphyromonadaceae(99.99999999999997);Porphyromonas(99.99999999999997);Porphyromonas gingivalis(75.10116369952235)
Zotu1410,116,Bacteria(99.99999999999999);Fusobacteriota(99.99999999999999);Fusobacteriia(99.99999999999999);Fusobacteriales(99.99999999999999);Leptotrichiaceae(99.99999999999999);Leptotrichia(99.99999999999999);uncultured bacterium(92.3657391151326)
Zotu1419,103,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Pseudomonadales(100.00000000000001);Pseudomonadaceae(100.00000000000001);Pseudomonas(100.00000000000001);Pseudomonas trivialis(14.000000000000004)
Zotu142,7194,Bacteria(100.00000000000001);Bacteroidota(100.00000000000001);Bacteroidia(100.00000000000001);Bacteroidales(100.00000000000001);Porphyromonadaceae(100.00000000000001);Porphyromonas(100.00000000000001);Porphyromonas gingivalis(74.97352149370393)
Zotu1424,121,Bacteria(99.99999999999991);Fusobacteriota(99.99999999999991);Fusobacteriia(99.99999999999991);Fusobacteriales(99.99999999999991);Leptotrichiaceae(99.99999999999991);Leptotrichia(99.99999999999991);uncultured bacterium(99.58333333333324)
Zotu1427,102,Bacteria(100.0);Firmicutes(100.0);Clostridia(100.0);Lachnospirales(100.0);Lachnospiraceae(100.0);Catonella(100.0);uncultured bacterium(80.64586833445189)
Zotu143,6864,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Neisseriaceae(100.0);uncultured(100.0);uncultured organism(87.0)
Zotu1430,114,Bacteria(100.00000000000001);Actinobacteriota(100.00000000000001);Actinobacteria(100.00000000000001);Actinomycetales(100.00000000000001);Actinomycetaceae(100.00000000000001);Actinomyces(100.00000000000001);Gleimia europaea(57.16666666666666)
Zotu1433,298,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Veillonella(100.0);uncultured bacterium(84.09888969736168)
Zotu144,6494,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Porphyromonadaceae(100.0);Porphyromonas(100.0);uncultured bacterium(95.13766233766235)
Zotu1441,111,Bacteria(99.99999999999999);Patescibacteria(99.99999999999999);Gracilibacteria(99.99999999999999);Absconditabacteriales (SR1)(99.99999999999999);candidate division SR1 bacterium MGEHA(67.61666666666666);unidentified(99.99999999999999);unidentified(99.99999999999999)
Zotu1442,121,Bacteria(99.99999999999997);Proteobacteria(99.99999999999997);Gammaproteobacteria(99.99999999999997);Enterobacterales(99.99999999999997);Erwiniaceae(98.98117189381286);Pantoea(97.96234378762574);Pantoea vagans C9-1(40.68482632273336)
Zotu1445,126,Bacteria(100.00000000000001);Fusobacteriota(100.00000000000001);Fusobacteriia(100.00000000000001);Fusobacteriales(100.00000000000001);Leptotrichiaceae(100.00000000000001);Leptotrichia(100.00000000000001);Leptotrichia sp. oral taxon 498(83.33333333333334)
Zotu1446,148,Bacteria(99.99999999999999);Actinobacteriota(99.99999999999999);Actinobacteria(99.99999999999999);Corynebacteriales(99.99999999999999);Corynebacteriaceae(99.99999999999999);Corynebacterium(99.99999999999999);uncultured bacterium(87.43085830148522)
Zotu1449,108,Bacteria(99.99999999999987);Actinobacteriota(99.99999999999987);Actinobacteria(99.99999999999987);Actinomycetales(99.99999999999987);Actinomycetaceae(99.99999999999987);Actinomyces(99.99999999999987);uncultured bacterium(56.31791003114528)
Zotu145,5847,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Bacillales(100.00000000000001);Bacillaceae(100.00000000000001);Bacillus(100.00000000000001);Bacillus thermoamylovorans(91.63931558637442)
Zotu1450,157,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Corynebacterium(100.0);uncultured bacterium(93.34149184149186)
Zotu1451,142,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Dialister(100.0);uncultured organism(43.10714285714286)
Zotu1455,103,Bacteria(100.0);Spirochaetota(100.0);Spirochaetia(100.0);Spirochaetales(100.0);Spirochaetaceae(100.0);Treponema(100.0);Treponema lecithinolyticum(96.75)
Zotu1458,140,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Negativicutes(100.00000000000001);Veillonellales-Selenomonadales(100.00000000000001);Veillonellaceae(100.00000000000001);Veillonella(100.00000000000001);uncultured bacterium(55.722066337694514)
Zotu1459,105,Bacteria(100.00000000000001);Synergistota(100.00000000000001);Synergistia(100.00000000000001);Synergistales(100.00000000000001);Synergistaceae(100.00000000000001);Fretibacterium(100.00000000000001);uncultured bacterium(64.08744588744592)
Zotu146,6278,Bacteria(100.00000000000017);Proteobacteria(100.00000000000017);Gammaproteobacteria(100.00000000000017);Pasteurellales(100.00000000000017);Pasteurellaceae(100.00000000000017);Haemophilus(100.00000000000017);uncultured bacterium(71.59439435369123)
Zotu1460,103,Bacteria(100.00000000000001);Patescibacteria(100.00000000000001);Saccharimonadia(100.00000000000001);Saccharimonadales(100.00000000000001);Saccharimonadaceae(100.00000000000001);uncultured bacterium(99.37575757575759);unidentified(100.00000000000001)
Zotu1461,107,Bacteria(100.00000000000007);Firmicutes(100.00000000000007);Clostridia(100.00000000000007);Lachnospirales(100.00000000000007);Lachnospiraceae(100.00000000000007);Lachnoanaerobaculum(100.00000000000007);uncultured bacterium(40.353089720736804)
Zotu1466,11206,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Lawsonella(100.0);uncultured bacterium(100.0)
Zotu1467,130,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Tannerellaceae(100.0);Tannerella(100.0);Tannerella sp. oral taxon HOT-286(58.519047619047626)
Zotu1469,123,Bacteria(100.0);Fusobacteriota(100.0);Fusobacteriia(100.0);Fusobacteriales(100.0);Leptotrichiaceae(100.0);Leptotrichia(100.0);Leptotrichia sp. oral clone FP036(93.5)
Zotu147,6709,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Neisseriaceae(100.0);uncultured(100.0);uncultured organism(84.0)
Zotu1471,266,Bacteria(99.99999999999999);Actinobacteriota(99.99999999999999);Actinobacteria(99.99999999999999);Corynebacteriales(99.99999999999999);Corynebacteriaceae(99.99999999999999);Corynebacterium(99.99999999999999);uncultured bacterium(78.34910571561187)
Zotu148,6292,Bacteria(100.00000000000009);Proteobacteria(100.00000000000009);Gammaproteobacteria(100.00000000000009);Pasteurellales(100.00000000000009);Pasteurellaceae(100.00000000000009);Haemophilus(100.00000000000009);uncultured bacterium(66.42688336737669)
Zotu1484,123,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Enterobacterales(100.00000000000001);Erwiniaceae(100.00000000000001);Rosenbergiella(100.00000000000001);uncultured bacterium(61.55)
Zotu1486,115,Bacteria(100.00000000000001);Actinobacteriota(100.00000000000001);Actinobacteria(100.00000000000001);Actinomycetales(100.00000000000001);Actinomycetaceae(100.00000000000001);Actinomyces(100.00000000000001);uncultured bacterium(55.92871572871567)
Zotu1487,124,Bacteria(100.00000000000011);Fusobacteriota(100.00000000000011);Fusobacteriia(100.00000000000011);Fusobacteriales(100.00000000000011);Leptotrichiaceae(100.00000000000011);Leptotrichia(100.00000000000011);uncultured bacterium(92.87092241021277)
Zotu149,2749,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Pseudomonadales(100.00000000000001);Pseudomonadaceae(100.00000000000001);Pseudomonas(100.00000000000001);Pseudomonas putida(26.000000000000004)
Zotu1494,240,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Corynebacterium(100.0);uncultured bacterium(76.44605110336839)
Zotu1497,118,Bacteria(100.00000000000001);Bacteroidota(100.00000000000001);Bacteroidia(100.00000000000001);Bacteroidales(100.00000000000001);Prevotellaceae(100.00000000000001);Prevotella(100.00000000000001);uncultured bacterium(97.70476190476192)
Zotu1499,101,Bacteria(100.0);Cyanobacteria(100.0);Cyanobacteriia(100.0);Chloroplast(100.0);uncultured cyanobacterium(47.69895382395385);unidentified(100.0);unidentified(100.0)
Zotu15,285402,Bacteria(99.99999999999999);Actinobacteriota(99.99999999999999);Actinobacteria(99.99999999999999);Corynebacteriales(99.99999999999999);Corynebacteriaceae(99.99999999999999);Corynebacterium(99.99999999999999);uncultured bacterium(93.41577345382422)
Zotu150,2731,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Pseudomonadales(100.00000000000001);Pseudomonadaceae(100.00000000000001);Pseudomonas(100.00000000000001);Pseudomonas putida(26.000000000000004)
Zotu1504,114,Bacteria(99.99999999999999);Bacteroidota(99.99999999999999);Bacteroidia(99.99999999999999);Bacteroidales(99.99999999999999);Paludibacteraceae(99.99999999999999);F0058(99.99999999999999);uncultured bacterium(70.96903194844371)
Zotu151,5654,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Bacillales(100.0);Bacillaceae(100.0);Bacillus(99.86988936988936);Bacillus thermoamylovorans(88.16831208244248)
Zotu1513,120,Bacteria(99.99999999999996);Actinobacteriota(99.99999999999996);Actinobacteria(99.99999999999996);Corynebacteriales(99.99999999999996);Corynebacteriaceae(99.99999999999996);Corynebacterium(99.99999999999996);uncultured bacterium(62.07341269841274)
Zotu152,6195,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Porphyromonadaceae(100.0);Porphyromonas(100.0);uncultured bacterium(94.33928571428571)
Zotu1524,136,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Corynebacterium(100.0);uncultured bacterium(50.5)
Zotu1529,102,Bacteria(100.0);Firmicutes(100.0);Clostridia(100.0);Peptostreptococcales-Tissierellales(100.0);Anaerovoracaceae(100.0);Family XIII UCG-001(100.0);Peptostreptococcaceae bacterium canine oral taxon 139(100.0)
Zotu153,222,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Enterobacterales(100.00000000000001);Enterobacteriaceae(76.0575396825397);Shimwellia(75.11904761904763);uncultured bacterium(92.8075396825397)
Zotu1537,101,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Porphyromonadaceae(100.0);Porphyromonas(100.0);uncultured bacterium(90.48885281385282)
Zotu154,194,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Gammaproteobacteria(99.99999999999999);Enterobacterales(99.99999999999999);Enterobacteriaceae(72.15476190476191);Shimwellia(70.95833333333334);uncultured bacterium(88.93452380952381)
Zotu1541,102,Bacteria(99.99999999999997);Proteobacteria(99.99999999999997);Alphaproteobacteria(99.99999999999997);Sphingomonadales(99.99999999999997);Sphingomonadaceae(99.99999999999997);Sphingobium(99.8333333333333);Sphingobium sp. YG1(53.68326118326118)
Zotu1548,107,Bacteria(100.00000000000003);Deinococcota(100.00000000000003);Deinococci(100.00000000000003);Deinococcales(100.00000000000003);Trueperaceae(100.00000000000003);Truepera(100.00000000000003);uncultured bacterium(88.30515873015875)
Zotu155,5265,Bacteria(99.99999999999967);Proteobacteria(99.99999999999967);Gammaproteobacteria(99.99999999999967);Pasteurellales(99.99999999999967);Pasteurellaceae(99.99999999999967);Haemophilus(98.75500515357626);uncultured bacterium(66.44041022469584)
Zotu1553,105,Bacteria(99.99999999999997);Firmicutes(99.99999999999997);Negativicutes(99.99999999999997);Veillonellales-Selenomonadales(99.99999999999997);Selenomonadaceae(99.99999999999997);Selenomonas(99.99999999999997);uncultured bacterium(63.311575307508356)
Zotu1557,101,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Alphaproteobacteria(99.99999999999999);Caulobacterales(99.99999999999999);Caulobacteraceae(99.99999999999999);uncultured(99.99999999999999);uncultured bacterium(63.38333333333331)
Zotu1558,148,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Haemophilus(100.0);Haemophilus sp. 'paraurethrae'(76.0)
Zotu1559,121,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Enterobacterales(100.0);Enterobacteriaceae(100.0);Enterobacter(97.61076923076924);Enterobacter cloacae(21.503076923076918)
Zotu156,3729,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Bacillales(100.0);Bacillaceae(100.0);Aeribacillus(100.0);Aeribacillus pallidus(54.37370679443733)
Zotu1567,105,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Clostridia(99.99999999999999);Lachnospirales(99.99999999999999);Lachnospiraceae(99.99999999999999);Lachnoanaerobaculum(99.99999999999999);uncultured bacterium(36.59581847890673)
Zotu157,3755,Unclassified
Zotu1571,181,Bacteria(99.99999999999997);Actinobacteriota(99.99999999999997);Actinobacteria(99.99999999999997);Corynebacteriales(99.99999999999997);Corynebacteriaceae(99.99999999999997);Corynebacterium(99.99999999999997);uncultured bacterium(96.87769787834273)
Zotu158,3744,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Bacillales(100.0);Bacillaceae(100.0);Aeribacillus(100.0);Aeribacillus pallidus(54.49299722766219)
Zotu1582,102,Bacteria(100.00000000000001);Synergistota(100.00000000000001);Synergistia(100.00000000000001);Synergistales(100.00000000000001);Synergistaceae(100.00000000000001);Fretibacterium(100.00000000000001);uncultured bacterium(59.7685425685426)
Zotu1587,111,Bacteria(100.00000000000001);Bacteroidota(100.00000000000001);Bacteroidia(100.00000000000001);Bacteroidales(100.00000000000001);Prevotellaceae(100.00000000000001);Prevotella(100.00000000000001);uncultured bacterium(80.86687419444682)
Zotu159,5376,Bacteria(100.0000000000001);Bacteroidota(100.0000000000001);Bacteroidia(100.0000000000001);Bacteroidales(100.0000000000001);Porphyromonadaceae(100.0000000000001);Porphyromonas(100.0000000000001);uncultured bacterium(99.00781549970921)
Zotu1591,109,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Actinomycetales(100.0);Actinomycetaceae(100.0);Actinomyces(100.0);uncultured bacterium(79.89642857142857)
Zotu1592,106,Bacteria(99.99999999999999);Actinobacteriota(99.99999999999999);Actinobacteria(99.99999999999999);Actinomycetales(99.99999999999999);Actinomycetaceae(99.99999999999999);Actinomyces(99.99999999999999);uncultured bacterium(89.43489569312673)
Zotu1598,110,Bacteria(100.0000000000001);Firmicutes(100.0000000000001);Negativicutes(100.0000000000001);Veillonellales-Selenomonadales(100.0000000000001);Veillonellaceae(100.0000000000001);Veillonella(100.0000000000001);uncultured bacterium(83.87808888737688)
Zotu16,284236,Bacteria(100.00000000000006);Actinobacteriota(100.00000000000006);Actinobacteria(100.00000000000006);Corynebacteriales(100.00000000000006);Corynebacteriaceae(100.00000000000006);Corynebacterium(100.00000000000006);uncultured bacterium(95.63435400075544)
Zotu160,5319,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Neisseriaceae(100.0);Neisseria(100.0);uncultured bacterium(97.72204968944094)
Zotu1600,113,Bacteria(100.0);Firmicutes(100.0);Clostridia(100.0);Lachnospirales(100.0);Lachnospiraceae(100.0);Catonella(100.0);uncultured bacterium(79.15094320454227)
Zotu161,3702,Unclassified
Zotu1614,112,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(99.16666666666667)
Zotu1616,177,Bacteria(99.99999999999959);Actinobacteriota(99.99999999999959);Actinobacteria(99.99999999999959);Corynebacteriales(99.99999999999959);Corynebacteriaceae(99.99999999999959);Corynebacterium(99.99999999999959);uncultured bacterium(95.98355583486313)
Zotu162,5226,Bacteria(99.99999999999999);Bacteroidota(99.99999999999999);Bacteroidia(99.99999999999999);Bacteroidales(99.99999999999999);Porphyromonadaceae(99.99999999999999);Porphyromonas(99.99999999999999);uncultured bacterium(98.92646668117094)
Zotu1626,112,Bacteria(100.00000000000001);Fusobacteriota(100.00000000000001);Fusobacteriia(100.00000000000001);Fusobacteriales(100.00000000000001);Leptotrichiaceae(100.00000000000001);Leptotrichia(100.00000000000001);Leptotrichia sp. oral taxon 498(83.33333333333334)
Zotu163,5125,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Burkholderiales(100.00000000000001);Neisseriaceae(100.00000000000001);Neisseria(100.00000000000001);uncultured bacterium(96.5311247575953)
Zotu164,5628,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Lawsonella(99.95652173913044);uncultured bacterium(93.83256038647346)
Zotu165,5604,Bacteria(99.99999999999999);Actinobacteriota(99.99999999999999);Actinobacteria(99.99999999999999);Corynebacteriales(99.99999999999999);Corynebacteriaceae(99.99999999999999);Lawsonella(99.99999999999999);uncultured bacterium(92.2617560700169)
Zotu1655,107,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Lactobacillales(100.00000000000001);Lactobacillaceae(100.00000000000001);Lactobacillus(100.00000000000001);Lactobacillus delbrueckii subsp. bulgaricus(70.00000000000001)
Zotu1659,102,Bacteria(100.0);Patescibacteria(100.0);Saccharimonadia(100.0);Saccharimonadales(100.0);uncultured bacterium(100.0);unidentified(100.0);unidentified(100.0)
Zotu166,4315,Bacteria(100.0000000000002);Bacteroidota(100.0000000000002);Bacteroidia(100.0000000000002);Bacteroidales(100.0000000000002);Porphyromonadaceae(100.0000000000002);Porphyromonas(100.0000000000002);uncultured bacterium(97.93217976069408)
Zotu167,4373,Bacteria(100.00000000000001);Bacteroidota(100.00000000000001);Bacteroidia(100.00000000000001);Bacteroidales(100.00000000000001);Porphyromonadaceae(100.00000000000001);Porphyromonas(100.00000000000001);uncultured bacterium(97.6413260297086)
Zotu1672,101,Bacteria(99.99999999999996);Proteobacteria(99.99999999999996);Alphaproteobacteria(99.99999999999996);Rhodobacterales(99.99999999999996);Rhodobacteraceae(99.99999999999996);Paracoccus(99.23102040816322);uncultured bacterium(31.506479591836754)
Zotu1674,117,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Thermoanaerobacteria(99.99999999999999);Thermoanaerobacterales(99.99999999999999);Family III(99.99999999999999);Thermoanaerobacterium(99.99999999999999);uncultured bacterium(67.16280284043434)
Zotu1678,112,Bacteria(100.00000000000011);Proteobacteria(100.00000000000011);Gammaproteobacteria(100.00000000000011);Burkholderiales(100.00000000000011);Neisseriaceae(100.00000000000011);Neisseria(100.00000000000011);uncultured bacterium(54.6263590104845)
Zotu168,5697,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Burkholderiales(100.00000000000001);Neisseriaceae(100.00000000000001);Neisseria(100.00000000000001);Neisseria subflava(57.00604629696524)
Zotu1684,102,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(75.48698020283388)
Zotu169,5579,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Neisseriaceae(100.0);Neisseria(100.0);Neisseria subflava(59.28713683347322)
Zotu1691,447,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Bacilli(99.99999999999999);Staphylococcales(99.99999999999999);Staphylococcaceae(99.99999999999999);Staphylococcus(99.99999999999999);uncultured bacterium(99.99999999999999)
Zotu1692,104,Bacteria(99.99999999999997);Firmicutes(99.99999999999997);Negativicutes(99.99999999999997);Veillonellales-Selenomonadales(99.99999999999997);Selenomonadaceae(99.99999999999997);Selenomonas(99.99999999999997);uncultured bacterium(63.86646672718756)
Zotu1696,112,Bacteria(100.00000000000007);Firmicutes(100.00000000000007);Bacilli(100.00000000000007);Lactobacillales(100.00000000000007);Streptococcaceae(100.00000000000007);Lactococcus(100.00000000000007);Lactococcus lactis(91.64000000000001)
Zotu1698,112,Bacteria(99.99999999999997);Patescibacteria(99.99999999999997);Saccharimonadia(99.99999999999997);Saccharimonadales(99.99999999999997);Saccharimonadaceae(99.99999999999997);TM7x(99.99999999999997);uncultured bacterium(58.62710011007222)
