,total,Taxonomy
Zotu657,523,Bacteria(99.99999999999997);Proteobacteria(99.99999999999997);Gammaproteobacteria(99.99999999999997);Pasteurellales(99.99999999999997);Pasteurellaceae(99.99999999999997);Actinobacillus(99.99999999999997);uncultured bacterium(78.44761904761903)
Zotu658,512,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(80.09761904761905)
Zotu659,644,Bacteria(99.99999999999999);Bacteroidota(99.99999999999999);Bacteroidia(99.99999999999999);Bacteroidales(99.99999999999999);Prevotellaceae(99.99999999999999);Prevotella(99.99999999999999);uncultured bacterium(90.13199855699855)
Zotu660,653,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Haemophilus(100.0);uncultured organism(80.57982456140353)
Zotu661,652,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Haemophilus(100.0);uncultured organism(88.91516290726825)
Zotu662,556,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Pasteurellales(100.00000000000001);Pasteurellaceae(100.00000000000001);Haemophilus(100.00000000000001);uncultured bacterium(90.00000000000001)
Zotu663,432,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Gammaproteobacteria(99.99999999999999);Burkholderiales(99.99999999999999);Neisseriaceae(99.99999999999999);Kingella(74.43885281385282);uncultured bacterium(86.45465367965366)
Zotu664,677,Bacteria(100.00000000000011);Firmicutes(100.00000000000011);Bacilli(100.00000000000011);Lactobacillales(100.00000000000011);Enterococcaceae(100.00000000000011);Enterococcus(100.00000000000011);Enterococcus casseliflavus(47.46462092083212)
Zotu665,506,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Actinobacillus(100.0);uncultured bacterium(81.85555555555557)
Zotu666,582,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);Prevotella aurantiaca(90.33333333333334)
Zotu667,663,Bacteria(99.99999999999996);Proteobacteria(99.99999999999996);Gammaproteobacteria(99.99999999999996);Burkholderiales(99.99999999999996);Comamonadaceae(99.99999999999996);Curvibacter(99.99999999999996);Curvibacter lanceolatus(88.79999999999997)
Zotu669,629,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);Prevotella aurantiaca(93.83333333333334)
Zotu670,549,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Lactobacillales(100.00000000000001);Enterococcaceae(100.00000000000001);Enterococcus(100.00000000000001);Enterococcus faecium(62.00000000000001)
Zotu671,389,Bacteria(99.99999999999996);Firmicutes(99.99999999999996);Clostridia(99.99999999999996);Peptostreptococcales-Tissierellales(99.99999999999996);Parvimonas(99.99999999999996);uncultured organism(45.01145279840931);unidentified(99.99999999999996)
Zotu672,456,Bacteria(100.00000000000003);Bacteroidota(100.00000000000003);Bacteroidia(100.00000000000003);Flavobacteriales(100.00000000000003);Weeksellaceae(100.00000000000003);Bergeyella(100.00000000000003);uncultured bacterium(99.37637004607596)
Zotu673,538,Bacteria(100.00000000000001);Bacteroidota(100.00000000000001);Bacteroidia(100.00000000000001);Bacteroidales(100.00000000000001);Prevotellaceae(100.00000000000001);Prevotella(100.00000000000001);uncultured bacterium(83.3810010679693)
Zotu674,424,Bacteria(100.0);Patescibacteria(100.0);Saccharimonadia(100.0);Saccharimonadales(100.0);uncultured bacterium(85.27380952380953);unidentified(100.0);unidentified(100.0)
Zotu675,671,Bacteria(100.00000000000058);Firmicutes(100.00000000000058);Bacilli(100.00000000000058);Bacillales(100.00000000000058);Bacillaceae(100.00000000000058);Bacillus(100.00000000000058);Bacillus licheniformis(82.24000000000036)
Zotu676,604,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Bacillales(100.00000000000001);Bacillaceae(100.00000000000001);Bacillus(100.00000000000001);Bacillus coagulans(70.00000000000001)
Zotu679,573,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Negativicutes(99.99999999999999);Veillonellales-Selenomonadales(99.99999999999999);Veillonellaceae(99.99999999999999);Veillonella(99.99999999999999);uncultured bacterium(76.64079583733941)
Zotu680,547,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Actinobacillus(92.39047619047619);Haemophilus parahaemolyticus(53.96666666666667)
Zotu682,540,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Burkholderiaceae(100.0);Lautropia(100.0);uncultured bacterium(98.76398046398047)
Zotu683,504,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Rikenellaceae(100.0);Rikenellaceae RC9 gut group(100.0);Bacteroidales oral clone MCE7_164(94.33333333333334)
Zotu684,631,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Negativicutes(99.99999999999999);Veillonellales-Selenomonadales(99.99999999999999);Veillonellaceae(99.99999999999999);Megasphaera(93.83333333333331);Megasphaera micronuciformis(75.99999999999999)
Zotu685,501,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Neisseriaceae(100.0);Eikenella(99.625);uncultured bacterium(43.0638888888889)
Zotu686,572,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Clostridia(100.00000000000001);Peptostreptococcales-Tissierellales(100.00000000000001);Peptoniphilus(100.00000000000001);uncultured bacterium(25.00324353066288);unidentified(100.00000000000001)
Zotu687,477,Bacteria(100.0);Patescibacteria(100.0);Saccharimonadia(100.0);Saccharimonadales(100.0);uncultured bacterium(98.65);unidentified(100.0);unidentified(100.0)
Zotu688,437,Bacteria(99.99999999999999);Actinobacteriota(99.99999999999999);Actinobacteria(99.99999999999999);Corynebacteriales(99.99999999999999);Corynebacteriaceae(99.99999999999999);Corynebacterium(99.99999999999999);uncultured bacterium(97.1070342353237)
Zotu689,605,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(90.896418128655)
Zotu69,17570,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Negativicutes(99.99999999999999);Veillonellales-Selenomonadales(99.99999999999999);Veillonellaceae(99.99999999999999);Veillonella(99.99999999999999);Veillonella sp. oral taxon 158(69.67023809523809)
Zotu691,495,Bacteria(100.00000000000004);Proteobacteria(100.00000000000004);Gammaproteobacteria(100.00000000000004);Pseudomonadales(100.00000000000004);Moraxellaceae(100.00000000000004);Acinetobacter(100.00000000000004);Acinetobacter sp. ACNIH1(36.28472406506462)
Zotu692,500,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Veillonella(100.0);uncultured Veillonella sp.(78.63502238502234)
Zotu693,441,Bacteria(100.0);Firmicutes(100.0);Clostridia(100.0);Clostridia vadinBB60 group(100.0);Clostridiales bacterium feline oral taxon 148(84.5);unidentified(100.0);unidentified(100.0)
Zotu694,465,Bacteria(100.00000000000007);Proteobacteria(100.00000000000007);Gammaproteobacteria(100.00000000000007);Burkholderiales(100.00000000000007);Neisseriaceae(100.00000000000007);Eikenella(99.764705882353);uncultured bacterium(43.11503267973858)
Zotu698,467,Bacteria(99.99999999999997);Proteobacteria(99.99999999999997);Gammaproteobacteria(99.99999999999997);Pseudomonadales(99.99999999999997);Moraxellaceae(99.99999999999997);Acinetobacter(99.99999999999997);Acinetobacter sp. ACNIH1(35.88485686140483)
Zotu699,576,Bacteria(99.99999999999997);Firmicutes(99.99999999999997);Bacilli(99.99999999999997);Bacillales(99.99999999999997);Bacillaceae(99.99999999999997);Bacillus(99.99999999999997);Bacillus licheniformis(82.72)
Zotu7,226058,Bacteria(100.00000000000006);Actinobacteriota(100.00000000000006);Actinobacteria(100.00000000000006);Corynebacteriales(100.00000000000006);Corynebacteriaceae(100.00000000000006);Lawsonella(99.27154738663326);uncultured bacterium(80.3183178045986)
Zotu70,16291,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Lactobacillales(100.00000000000001);Streptococcaceae(100.00000000000001);Streptococcus(100.00000000000001);uncultured bacterium(66.00000000000001)
Zotu700,456,Bacteria(99.99999999999991);Proteobacteria(99.99999999999991);Gammaproteobacteria(99.99999999999991);Burkholderiales(99.99999999999991);Neisseriaceae(99.99999999999991);Neisseria(99.99999999999991);uncultured bacterium(93.59513991947927)
Zotu704,547,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(100.0)
Zotu705,548,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Gammaproteobacteria(99.99999999999999);Burkholderiales(99.99999999999999);Burkholderiaceae(99.99999999999999);Cupriavidus(99.99999999999999);Cupriavidus basilensis(38.96072523967257)
Zotu706,404,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Lactobacillales(100.0);Streptococcaceae(100.0);Streptococcus(100.0);uncultured bacterium(36.99992514110154)
Zotu707,595,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(100.0)
Zotu708,513,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Burkholderiaceae(100.0);Lautropia(100.0);uncultured bacterium(98.74128205128203)
Zotu709,496,Bacteria(100.00000000000001);Actinobacteriota(100.00000000000001);Actinobacteria(100.00000000000001);Corynebacteriales(100.00000000000001);Corynebacteriaceae(100.00000000000001);Corynebacterium(100.00000000000001);uncultured bacterium(100.00000000000001)
Zotu71,16354,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Lactobacillales(100.00000000000001);Streptococcaceae(100.00000000000001);Streptococcus(100.00000000000001);uncultured bacterium(66.00000000000001)
Zotu710,439,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Negativicutes(100.00000000000001);Veillonellales-Selenomonadales(100.00000000000001);Veillonellaceae(100.00000000000001);Veillonella(100.00000000000001);uncultured Veillonella sp.(69.4703573458369)
Zotu711,351,Bacteria(100.0);Patescibacteria(100.0);Saccharimonadia(100.0);Saccharimonadales(100.0);uncultured bacterium(87.92539682539682);unidentified(100.0);unidentified(100.0)
Zotu712,404,Bacteria(99.99999999999986);Bacteroidota(99.99999999999986);Bacteroidia(99.99999999999986);Flavobacteriales(99.99999999999986);Weeksellaceae(99.99999999999986);Bergeyella(99.99999999999986);uncultured bacterium(99.34183222976687)
Zotu713,414,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Alphaproteobacteria(99.99999999999999);Rhodobacterales(99.99999999999999);Rhodobacteraceae(99.99999999999999);Celeribacter manganoxidans(99.24999999999999);unidentified(99.24999999999999)
Zotu714,424,Bacteria(99.99999999999993);Proteobacteria(99.99999999999993);Alphaproteobacteria(99.99999999999993);Rhodobacterales(99.99999999999993);Rhodobacteraceae(99.99999999999993);Paracoccus(99.99999999999993);Paracoccus sp.(23.878773810169132)
Zotu715,536,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Clostridia(99.99999999999999);Peptostreptococcales-Tissierellales(99.99999999999999);Peptoniphilus(99.99999999999999);uncultured bacterium(29.27738095238097);unidentified(99.99999999999999)
Zotu716,503,Bacteria(100.00000000000001);Bacteroidota(100.00000000000001);Bacteroidia(100.00000000000001);Bacteroidales(100.00000000000001);Prevotellaceae(100.00000000000001);Prevotella(100.00000000000001);uncultured bacterium(94.49056633330828)
Zotu717,382,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Clostridia(99.99999999999999);Lachnospirales(99.99999999999999);Lachnospiraceae(99.99999999999999);Catonella(99.99999999999999);Catonella morbi(61.39455322798979)
Zotu718,502,Bacteria(99.99999999999996);Actinobacteriota(99.99999999999996);Actinobacteria(99.99999999999996);Actinomycetales(99.99999999999996);Actinomycetaceae(99.99999999999996);Actinomyces(99.99999999999996);uncultured bacterium(82.7378685429425)
Zotu719,420,Bacteria(99.99999999999996);Bacteroidota(99.99999999999996);Bacteroidia(99.99999999999996);Bacteroidales(99.99999999999996);Prevotellaceae(99.99999999999996);Prevotella(99.99999999999996);uncultured bacterium(72.99999999999999)
Zotu72,16284,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Veillonella(100.0);uncultured bacterium(76.48452380952382)
Zotu725,508,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Lactobacillales(100.00000000000001);Enterococcaceae(100.00000000000001);Enterococcus(100.00000000000001);Enterococcus faecium(62.00000000000001)
Zotu726,430,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Gammaproteobacteria(99.99999999999999);Burkholderiales(99.99999999999999);Neisseriaceae(99.99999999999999);Neisseria(99.99999999999999);uncultured bacterium(93.83402184150833)
Zotu727,488,Bacteria(99.99999999999991);Proteobacteria(99.99999999999991);Gammaproteobacteria(99.99999999999991);Enterobacterales(98.30215548761947);Enterobacteriaceae(98.30215548761947);Klebsiella(42.83448792456171);Klebsiella aerogenes(37.597980894728856)
Zotu729,418,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Pasteurellales(100.00000000000001);Pasteurellaceae(100.00000000000001);Haemophilus(100.00000000000001);uncultured bacterium(94.8470551958063)
Zotu73,16756,Bacteria(100.00000000000003);Proteobacteria(100.00000000000003);Gammaproteobacteria(100.00000000000003);Burkholderiales(100.00000000000003);Neisseriaceae(100.00000000000003);Neisseria(100.00000000000003);uncultured bacterium(89.3952081427156)
Zotu730,435,Bacteria(100.0);Firmicutes(100.0);Thermoanaerobacteria(100.0);Caldicellulosiruptorales(100.0);Caldicellulosiraptoraceae(100.0);Caldicellulosiruptor(100.0);Caldicellulosiruptor sp. Wai35.B1(29.96739926739927)
Zotu731,527,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Negativicoccus(100.0);Negativicoccus succinicivorans(85.06666666666666)
Zotu732,381,Bacteria(100.00000000000003);Firmicutes(100.00000000000003);Clostridia(100.00000000000003);Peptostreptococcales-Tissierellales(100.00000000000003);Parvimonas(100.00000000000003);uncultured bacterium(33.301352825721835);unidentified(100.00000000000003)
Zotu735,399,Bacteria(100.00000000000003);Proteobacteria(100.00000000000003);Gammaproteobacteria(100.00000000000003);Pasteurellales(100.00000000000003);Pasteurellaceae(100.00000000000003);Haemophilus(100.00000000000003);Haemophilus haemolyticus(56.738096381937936)
Zotu736,419,Bacteria(99.99999999999999);Bacteroidota(99.99999999999999);Bacteroidia(99.99999999999999);Bacteroidales(99.99999999999999);Prevotellaceae(99.99999999999999);Prevotella(99.99999999999999);uncultured bacterium(73.33333333333333)
Zotu737,454,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Enterobacterales(100.00000000000001);Enterobacteriaceae(100.00000000000001);Klebsiella(100.00000000000001);Klebsiella pneumoniae(98.00000000000001)
Zotu738,372,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Clostridia(100.00000000000001);Lachnospirales(100.00000000000001);Lachnospiraceae(100.00000000000001);Catonella(100.00000000000001);Catonella morbi(66.55737382672365)
Zotu739,282,Unclassified
Zotu74,16578,Bacteria(100.00000000000014);Proteobacteria(100.00000000000014);Gammaproteobacteria(100.00000000000014);Burkholderiales(100.00000000000014);Neisseriaceae(100.00000000000014);Neisseria(100.00000000000014);uncultured bacterium(90.1327850923445)
Zotu740,433,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Haemophilus(100.0);uncultured bacterium(96.34848484848484)
Zotu742,493,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Enterobacterales(98.79623394463411);Enterobacteriaceae(98.79623394463411);Klebsiella(45.80009324843712);Klebsiella aerogenes(37.54415413807975)
Zotu743,411,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Alphaproteobacteria(99.99999999999999);Rhodobacterales(99.99999999999999);Rhodobacteraceae(99.99999999999999);Paracoccus(99.99999999999999);Paracoccus sp.(21.880451525931147)
Zotu746,425,Bacteria(99.99999999999999);Bacteroidota(99.99999999999999);Bacteroidia(99.99999999999999);Bacteroidales(99.99999999999999);Prevotellaceae(99.99999999999999);Prevotella(99.99999999999999);Prevotella corporis(83.33333333333333)
Zotu748,388,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Pasteurellales(100.00000000000001);Pasteurellaceae(100.00000000000001);Aggregatibacter(97.00000000000001);uncultured bacterium(95.05270655270657)
Zotu75,15746,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Clostridia(99.99999999999999);Peptostreptococcales-Tissierellales(99.99999999999999);Anaerococcus(99.99999999999999);uncultured bacterium(97.71093477600829);unidentified(99.99999999999999)
Zotu750,655,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Staphylococcales(100.0);Staphylococcaceae(100.0);Staphylococcus(100.0);uncultured bacterium(100.0)
Zotu751,404,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Alphaproteobacteria(99.99999999999999);Caulobacterales(99.99999999999999);Caulobacteraceae(99.99999999999999);Caulobacter(99.99999999999999);Caulobacter sp.(46.30736177449705)
Zotu753,388,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Micrococcales(100.0);Micrococcaceae(100.0);Kocuria(99.19499291207708);Kocuria rhizophila(35.69110881016249)
Zotu754,399,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Dialister(100.0);uncultured bacterium(50.933333333333344)
Zotu755,401,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Bacilli(99.99999999999999);Bacillales(99.99999999999999);Bacillaceae(99.99999999999999);Anoxybacillus(99.99999999999999);Anoxybacillus flavithermus(67.23843106282337)
Zotu757,466,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Paludibacteraceae(100.0);F0058(100.0);uncultured bacterium(96.12800394050393)
Zotu758,421,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Burkholderiaceae(100.0);Cupriavidus(100.0);Cupriavidus basilensis(39.532170461117815)
Zotu759,477,Bacteria(100.00000000000004);Cyanobacteria(100.00000000000004);Cyanobacteriia(100.00000000000004);Chloroplast(100.00000000000004);uncultured Oscillatoria sp.(65.5315730134337);unidentified(100.00000000000004);unidentified(100.00000000000004)
Zotu76,17140,Bacteria(99.99999999999993);Firmicutes(99.99999999999993);Bacilli(99.99999999999993);Lactobacillales(99.99999999999993);Carnobacteriaceae(95.61105156649832);Granulicatella(95.61105156649832);uncultured bacterium(58.33643098012285)
Zotu760,362,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Porphyromonadaceae(100.0);Porphyromonas(100.0);uncultured bacterium(56.53015873015874)
Zotu762,435,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Neisseriaceae(100.0);Kingella(67.40613275613276);uncultured bacterium(60.615728715728714)
Zotu763,412,Bacteria(100.0);Firmicutes(100.0);Thermoanaerobacteria(100.0);Caldicellulosiruptorales(100.0);Caldicellulosiraptoraceae(100.0);Caldicellulosiruptor(100.0);Caldicellulosiruptor kristjanssonii I77R1B(29.777955377955372)
Zotu766,314,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Actinobacillus(94.70595238095238);Haemophilus parahaemolyticus(46.0129120879121)
Zotu767,478,Bacteria(99.99999999999996);Actinobacteriota(99.99999999999996);Actinobacteria(99.99999999999996);Corynebacteriales(99.99999999999996);Corynebacteriaceae(99.99999999999996);Corynebacterium(99.99999999999996);uncultured bacterium(99.99999999999996)
Zotu768,435,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Xanthomonadales(100.0);Xanthomonadaceae(100.0);Stenotrophomonas(100.0);Stenotrophomonas maltophilia(69.95896020822488)
Zotu77,15581,Bacteria(100.0);Firmicutes(100.0);Clostridia(100.0);Peptostreptococcales-Tissierellales(100.0);Anaerococcus(100.0);uncultured bacterium(97.87360387801564);unidentified(100.0)
Zotu770,367,Bacteria(99.99999999999999);Bacteroidota(99.99999999999999);Bacteroidia(99.99999999999999);Bacteroidales(99.99999999999999);Prevotellaceae(99.99999999999999);Prevotella(99.99999999999999);Prevotella intermedia(94.59533234770326)
Zotu771,457,Bacteria(100.0);Firmicutes(100.0);Clostridia(100.0);Clostridia UCG-014(100.0);uncultured bacterium(100.0);unidentified(100.0);unidentified(100.0)
Zotu772,311,Bacteria(100.00000000000001);Actinobacteriota(100.00000000000001);Actinobacteria(100.00000000000001);Micrococcales(100.00000000000001);Brevibacteriaceae(100.00000000000001);Brevibacterium(100.00000000000001);Brevibacterium epidermidis(12.000000000000004)
Zotu774,379,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Micrococcales(100.0);Micrococcaceae(100.0);Kocuria(99.35275388601673);Kocuria rhizophila(35.044400946344126)
Zotu775,359,Bacteria(100.00000000000024);Proteobacteria(100.00000000000024);Gammaproteobacteria(100.00000000000024);Pseudomonadales(100.00000000000024);Moraxellaceae(100.00000000000024);Acinetobacter(100.00000000000024);uncultured bacterium(33.56680078479225)
Zotu776,371,Bacteria(99.99999999999999);Bacteroidota(99.99999999999999);Bacteroidia(99.99999999999999);Bacteroidales(99.99999999999999);Prevotellaceae(99.99999999999999);Prevotella(99.99999999999999);uncultured bacterium(77.19274891774892)
Zotu777,354,Bacteria(99.99999999999999);Bacteroidota(99.99999999999999);Bacteroidia(99.99999999999999);Bacteroidales(99.99999999999999);Prevotellaceae(99.99999999999999);Prevotella(99.99999999999999);uncultured bacterium(76.49642857142857)
Zotu779,300,Bacteria(100.0);Fusobacteriota(100.0);Fusobacteriia(100.0);Fusobacteriales(100.0);Fusobacteriaceae(100.0);Fusobacterium(100.0);Fusobacterium sp. Marseille-P2749(100.0)
Zotu78,15096,Bacteria(100.0);Firmicutes(100.0);Clostridia(100.0);Peptostreptococcales-Tissierellales(100.0);Anaerococcus(100.0);uncultured bacterium(81.06273342670401);unidentified(100.0)
Zotu780,582,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Lactobacillales(100.0);Enterococcaceae(100.0);Enterococcus(100.0);Enterococcus casseliflavus(47.01175212545703)
Zotu781,498,Bacteria(99.99999999999997);Proteobacteria(99.99999999999997);Gammaproteobacteria(99.99999999999997);Burkholderiales(99.99999999999997);Neisseriaceae(99.99999999999997);Kingella(65.36230158730162);uncultured bacterium(60.466053391053414)
Zotu782,598,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Staphylococcales(100.0);Staphylococcaceae(100.0);Staphylococcus(100.0);uncultured bacterium(100.0)
Zotu783,412,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Haemophilus(100.0);Haemophilus influenzae(61.1143851176834)
Zotu786,452,Bacteria(99.99999999999997);Bacteroidota(99.99999999999997);Bacteroidia(99.99999999999997);Bacteroidales(99.99999999999997);Paludibacteraceae(99.99999999999997);F0058(99.99999999999997);uncultured bacterium(96.78440505572857)
Zotu787,335,Bacteria(99.99999999999999);Synergistota(99.99999999999999);Synergistia(99.99999999999999);Synergistales(99.99999999999999);Synergistaceae(99.99999999999999);Fretibacterium(99.99999999999999);uncultured bacterium(40.62380952380951)
Zotu788,369,Bacteria(99.99999999999999);Actinobacteriota(99.99999999999999);Actinobacteria(99.99999999999999);Corynebacteriales(99.99999999999999);Corynebacteriaceae(99.99999999999999);Corynebacterium(99.99999999999999);Corynebacterium kroppenstedtii DSM 44385(64.90714285714284)
Zotu79,16332,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Lactobacillales(100.0);Carnobacteriaceae(95.59520650105163);Granulicatella(95.59520650105163);uncultured bacterium(58.92198705119272)
Zotu790,414,Bacteria(99.99999999999997);Proteobacteria(99.99999999999997);Gammaproteobacteria(99.99999999999997);Pasteurellales(99.99999999999997);Pasteurellaceae(99.99999999999997);Haemophilus(99.99999999999997);Haemophilus influenzae(61.485698467857276)
Zotu791,344,Bacteria(99.99999999999997);Proteobacteria(99.99999999999997);Gammaproteobacteria(99.99999999999997);Pasteurellales(99.99999999999997);Pasteurellaceae(99.99999999999997);Haemophilus(99.97999999999998);uncultured bacterium(43.34090909090924)
Zotu793,354,Bacteria(100.0);Proteobacteria(100.0);Alphaproteobacteria(100.0);Rhodobacterales(100.0);Rhodobacteraceae(100.0);Celeribacter manganoxidans(99.0);unidentified(99.0)
Zotu795,401,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Micrococcales(100.0);Micrococcaceae(100.0);Rothia(100.0);uncultured bacterium(100.0)
Zotu796,420,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Aggregatibacter(97.67891578060272);uncultured bacterium(66.2617524428336)
Zotu797,383,Bacteria(99.9999999999999);Bacteroidota(99.9999999999999);Bacteroidia(99.9999999999999);Bacteroidales(99.9999999999999);Prevotellaceae(99.9999999999999);Prevotella(99.9999999999999);Prevotella intermedia(93.44333431824757)
Zotu798,355,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Dialister(100.0);Dialister pneumosintes(43.56416916416916)
Zotu799,450,Bacteria(100.00000000000004);Firmicutes(100.00000000000004);Negativicutes(100.00000000000004);Veillonellales-Selenomonadales(100.00000000000004);Selenomonadaceae(99.90000000000005);Selenomonas(98.89457461476835);uncultured bacterium(55.51067400277508)
Zotu8,221133,Bacteria(99.99999999999999);Actinobacteriota(99.99999999999999);Actinobacteria(99.99999999999999);Corynebacteriales(99.99999999999999);Corynebacteriaceae(99.99999999999999);Lawsonella(99.39043385235334);uncultured bacterium(83.85419195845061)
Zotu80,14410,Bacteria(100.0);Firmicutes(100.0);Clostridia(100.0);Peptostreptococcales-Tissierellales(100.0);Anaerococcus(100.0);uncultured bacterium(81.26572039072039);unidentified(100.0)
Zotu801,312,Bacteria(99.99999999999994);Firmicutes(99.99999999999994);Negativicutes(99.99999999999994);Veillonellales-Selenomonadales(99.99999999999994);Veillonellaceae(99.99999999999994);Dialister(99.99999999999994);uncultured bacterium(67.10367398223023)
Zotu802,307,Bacteria(100.00000000000003);Bacteroidota(100.00000000000003);Bacteroidia(100.00000000000003);Bacteroidales(100.00000000000003);Prevotellaceae(100.00000000000003);Prevotella(100.00000000000003);uncultured bacterium(69.62817737817738)
Zotu803,361,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Dialister(100.0);uncultured organism(51.30238095238096)
